食物名称(100g),热量(kcal),硫胺素(mg),钙(mg),蛋白质(g),核黄素(mg),镁(mg),脂肪(g),烟酸(mg),铁(mg),碳水化合物(g),维生素C(mg),锰(mg),膳食纤维(g),维生素E(mg),锌(mg),维生素A(ug),胆固醇(mg),铜(mg),胡萝卜素(ug),钾(mg),磷(mg),视黄醇当量(ug),钠(mg),硒(mg),label
红果(干),152,0,144,4,0,0,2,1,0,29,2,1,50,0,1,10,0,0,4,440,440,11,10,3,12
海棠果[楸子],73,0,15,0,0,13,0,0,0,17,20,0,2,0,0,118,0,0,0,263,16,80,1,0,1
海棠(罐头),53,0,43,0,0,21,0,0,2,12,0,0,1,0,1,0,0,0,0,56,11,85,9,6,1
沙果,66,0,5,0,0,9,0,0,1,16,3,0,2,0,0,0,0,0,0,123,14,81,2,0,1
吊蛋,56,0,11,1,0,8,0,0,0,12,0,0,4,2,0,0,0,0,0,136,9,82,1,2,1
面蛋,85,0,206,2,0,33,0,0,4,18,0,0,3,4,1,22,0,5,2,237,56,74,4,3,21
酸刺,107,0,105,3,0,24,0,0,12,23,74,0,2,2,1,25,0,9,1,259,39,71,8,4,21
桃(均值),48,0,6,1,0,7,0,1,1,11,7,0,1,2,0,3,0,0,0,166,20,86,6,0,1
白粉桃,25,0,0,1,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,93,0,0,1
高山白桃,40,0,7,1,0,4,0,0,1,9,10,0,1,1,0,3,0,0,0,169,11,88,1,0,1
旱久保桃,47,0,12,1,0,10,0,1,0,10,10,0,1,1,0,2,0,0,0,144,18,87,2,0,1
黄桃,54,0,0,0,0,0,0,0,0,13,9,0,1,1,0,15,0,0,0,0,7,85,0,1,1
金红桃,26,0,0,1,0,0,0,0,0,6,9,0,1,0,0,0,0,0,0,0,0,92,0,0,1
久保桃,41,0,10,1,0,8,0,1,0,9,8,0,1,1,0,0,0,0,0,100,16,89,2,0,1
蜜桃,41,0,10,1,0,9,0,1,0,9,4,0,1,1,0,2,0,0,0,169,21,89,3,0,1
蒲桃,33,0,4,0,0,13,0,0,0,7,25,0,3,1,0,0,0,0,0,109,14,89,1,4,1
庆丰桃,40,0,0,1,0,12,0,0,0,9,0,0,1,1,0,0,0,0,0,57,2,89,2,0,1
晚桃(黄),39,0,6,1,0,4,0,0,0,9,11,0,1,0,0,3,0,0,0,168,13,89,0,0,1
五月鲜桃,39,0,7,0,0,10,0,0,0,9,0,0,1,1,0,0,0,0,0,0,2,89,0,0,1
早桃(黄),39,0,4,0,0,3,0,0,0,9,12,0,1,1,0,10,0,0,0,155,10,89,1,0,1
桃(糖水罐头),58,0,16,0,0,3,0,0,0,14,0,0,0,1,1,0,0,2,0,16,6,85,28,0,1
李子,36,0,8,1,0,10,0,0,1,8,5,0,1,1,0,25,0,0,0,144,11,90,4,0,1
李子杏,35,0,3,1,0,0,0,0,0,8,16,0,1,0,0,13,0,0,0,103,11,90,2,0,1
梅[青梅],33,0,11,1,0,0,1,0,2,5,0,0,1,0,0,0,0,0,1,0,36,91,0,0,1
杏,36,0,14,1,0,11,0,1,1,8,4,0,1,1,0,75,0,0,0,226,15,89,2,0,1
杏(罐头),37,0,6,1,0,4,0,0,2,8,0,0,1,1,0,72,0,0,0,26,8,89,22,4,1
杏干,330,0,147,3,0,55,0,1,0,79,0,0,4,0,4,102,0,8,5,783,89,9,40,3,21
枣(鲜),122,0,22,1,0,25,0,1,1,29,243,0,2,1,2,40,0,0,1,375,23,67,1,1,1
枣(干),264,0,64,3,0,36,0,1,2,62,14,0,6,3,1,2,0,0,2,524,51,27,6,1,3
枣(干，大),298,0,54,2,0,39,0,2,2,72,7,0,10,0,0,0,0,0,2,185,34,14,8,2,3
金丝小枣,294,0,23,1,0,24,1,0,2,70,0,0,7,1,0,0,0,0,2,65,0,19,7,1,13
乐陵枣,215,0,34,3,0,41,1,1,3,49,54,0,9,5,1,0,0,0,2,420,52,36,0,1,3
密云小枣,214,0,80,4,0,41,1,1,3,48,0,0,7,0,1,0,0,0,1,612,66,39,9,1,3
黑枣(无核)[乌枣],228,0,108,2,0,32,0,2,1,55,0,1,3,2,0,7,0,0,2,478,63,39,6,1,3
黑枣(有核),228,0,42,4,0,46,0,1,4,52,6,0,9,1,2,0,0,1,2,498,66,33,1,0,3
酒枣,145,0,75,2,0,20,0,0,1,34,0,0,1,0,0,0,0,0,1,444,45,62,1,1,1
蜜枣,321,0,59,1,0,19,0,0,4,79,55,0,6,0,0,0,0,0,1,284,22,13,25,1,13
蜜枣(无核),321,0,24,1,0,7,0,0,2,79,104,0,3,0,0,5,0,0,0,104,11,17,16,2,13
酸枣,278,0,435,4,0,96,2,1,7,63,900,1,11,0,1,0,0,0,3,84,95,18,4,1,22
樱桃,46,0,11,1,0,12,0,1,0,10,10,0,0,2,0,35,0,0,0,232,27,88,8,0,1
樱桃(野，白刺),288,0,59,11,0,60,4,4,11,52,0,1,8,0,0,0,0,0,6,100,28,19,98,0,3
葡萄(均值),43,0,5,0,0,8,0,0,0,10,25,0,0,1,0,8,0,0,0,104,13,89,1,0,1
红玫瑰葡萄,37,0,17,0,0,8,0,0,0,8,5,0,2,2,0,0,0,0,0,119,13,88,2,0,1
巨峰葡萄,50,0,7,0,0,6,0,0,1,12,4,0,0,0,0,5,0,0,0,128,17,87,2,0,1
马奶子葡萄,40,0,0,0,0,0,0,1,0,9,0,0,0,0,0,8,0,0,0,0,0,90,0,0,1
玫瑰香葡萄,50,0,8,0,0,4,0,0,0,11,4,0,1,1,0,3,0,0,0,126,14,87,2,0,1
紫葡萄,43,0,10,1,0,9,0,0,0,9,3,0,1,0,0,10,0,0,0,151,10,88,2,0,1
葡萄干,341,0,52,2,0,45,0,0,9,82,5,0,2,0,0,0,0,0,2,995,90,12,19,3,3
石榴(均值),63,0,9,1,0,16,0,0,0,14,9,0,5,5,0,0,0,0,1,231,71,79,1,0,1
红粉皮石榴,64,0,16,1,0,16,0,0,0,14,13,0,5,4,0,0,0,0,0,218,76,79,1,0,1
玛瑙石榴,63,0,6,2,0,17,0,0,0,14,5,0,5,2,0,0,0,0,1,231,70,79,1,0,1
青皮石榴,61,0,6,1,0,15,0,0,0,14,8,0,5,5,0,0,0,0,1,243,68,80,1,0,1
柿,71,0,9,0,0,19,0,0,0,17,30,0,1,1,0,20,0,0,0,151,23,81,1,0,1
荷柿,57,0,9,1,0,8,0,0,0,13,11,0,4,3,0,73,0,0,0,109,17,82,1,0,1
磨盘柿,76,0,5,1,0,3,0,0,0,18,10,0,2,1,0,17,0,0,0,135,14,79,5,0,1
柿饼,250,0,54,2,0,21,0,0,3,60,0,0,3,1,0,48,0,0,1,339,55,34,6,1,3
桑葚(均值),49,0,37,2,0,0,0,0,0,10,0,0,4,10,0,5,0,0,1,32,33,83,2,6,1
桑葚(白),50,0,43,2,0,0,0,0,0,10,0,0,5,7,0,5,0,0,1,33,0,82,2,5,1
桑葚(红),48,0,30,2,0,0,0,0,0,10,0,0,3,13,0,3,0,0,1,32,33,84,2,6,1
桑葚(干),239,0,622,21,1,332,6,5,42,25,7,4,29,33,6,0,0,2,8,159,486,11,28,34,7
醋栗[灯笼果],44,0,25,1,0,10,1,0,0,10,28,0,2,0,0,0,0,0,0,198,27,88,1,0,1
黑醋栗[黑加仑],63,0,55,1,0,24,0,0,2,15,181,0,2,0,0,0,0,0,1,322,59,82,2,0,1
沙棘,119,0,104,1,0,33,2,0,9,25,204,1,1,0,1,640,0,1,1,359,54,71,28,3,1
无花果,59,0,67,2,0,17,0,0,0,13,2,0,3,2,1,5,0,0,1,212,18,81,6,1,1
中华猕猴桃[毛叶猕猴桃],56,0,27,1,0,12,1,0,1,12,62,1,3,2,1,22,0,2,1,144,26,83,10,0,1
草莓[洋莓，凤阳草莓],30,0,18,1,0,12,0,0,2,6,47,0,1,1,0,5,0,0,0,131,27,91,4,1,1
橙,47,0,20,1,0,14,0,0,0,10,33,0,1,1,0,27,0,0,0,159,22,87,1,0,1
柑桔(均值),51,0,35,1,0,11,0,0,0,12,28,0,0,1,0,148,0,0,0,154,18,87,1,0,1
福桔,45,0,27,1,0,14,0,0,1,10,11,0,0,0,0,100,0,0,0,127,5,88,0,0,1
桔柑子[宽皮桂],43,0,24,1,0,14,0,0,0,10,35,0,0,1,0,82,0,0,0,128,18,89,1,1,1
金桔[金枣],55,0,56,1,0,20,0,0,1,12,35,0,1,2,0,62,0,0,0,144,20,85,3,1,1
芦柑,43,0,45,1,0,45,0,0,1,10,19,0,1,0,0,87,0,0,0,54,25,88,0,0,1
蜜桔,42,0,19,1,0,16,0,0,0,9,19,0,1,0,0,277,0,0,0,177,18,88,1,0,1
三湖红桔,41,0,33,1,0,16,0,0,0,9,3,0,1,0,0,0,0,0,0,250,25,88,1,1,1
四川红桔,40,0,42,1,0,4,0,0,0,9,33,0,1,0,0,30,0,0,0,105,25,89,2,0,1
小叶桔,38,0,72,1,0,29,0,1,0,8,0,0,1,1,0,410,0,0,0,124,16,90,2,0,1
早桔,57,0,21,1,0,15,0,0,1,12,25,0,0,1,0,857,0,0,0,131,22,86,1,0,1
桔饼,364,0,125,1,0,17,0,1,1,89,0,0,4,0,0,43,0,0,1,4,6,5,486,1,13
柚[文旦],41,0,4,1,0,4,0,0,0,9,23,0,0,0,0,2,0,0,0,119,24,89,3,1,1
柠檬,35,0,101,1,0,37,1,1,1,5,22,0,1,1,1,0,0,0,0,209,22,91,1,0,1
芭蕉[甘蕉，板蕉，牙蕉],109,0,6,1,0,29,0,1,0,26,0,1,3,0,0,0,0,0,1,330,18,69,1,1,1
菠萝[凤梨，地菠萝],41,0,12,0,0,8,0,0,1,10,18,1,1,0,0,3,0,0,0,113,9,88,1,0,1
菠萝蜜[木菠萝],103,0,9,0,0,24,0,1,0,25,9,0,1,1,0,3,0,0,1,330,18,73,11,4,1
刺梨[茨梨，木梨子],55,0,68,1,0,0,0,0,3,13,2585,0,4,0,0,483,0,0,1,0,13,81,0,0,6
番石榴[鸡矢果，番桃],41,0,13,1,0,10,0,0,0,8,68,0,6,0,0,0,0,0,0,235,16,84,3,2,1
桂圆,71,0,6,1,0,10,0,1,0,16,43,0,0,0,0,3,0,0,1,248,30,81,4,1,1
桂圆(干),273,0,38,5,0,81,0,1,1,63,12,0,2,0,1,0,0,1,3,1348,206,27,3,12,30
桂圆肉,313,0,39,5,1,55,1,9,4,72,27,0,2,0,1,0,0,1,3,129,120,18,7,3,3
黄皮果,31,0,0,2,0,16,0,0,0,6,35,1,4,0,0,0,0,0,1,226,0,88,6,1,1
荔枝,70,0,2,1,0,12,0,1,0,16,41,0,0,0,0,2,0,0,0,151,24,82,2,0,1
芒果[抹猛果，望果],32,0,0,1,0,14,0,0,0,7,23,0,1,1,0,150,0,0,0,138,11,91,3,1,1
木瓜[番木瓜],27,0,17,0,0,9,0,0,0,6,43,0,1,0,0,145,0,0,0,18,12,92,28,2,1
人参果,80,0,13,1,0,11,1,0,0,18,12,0,4,0,0,8,0,0,0,100,7,77,7,2,1
香蕉[甘蕉],91,0,7,1,0,43,0,1,0,21,8,1,1,0,0,10,0,0,1,256,28,76,1,1,1
杨梅[树梅，山杨梅],28,0,14,1,0,10,0,0,1,6,9,1,1,1,0,7,0,0,0,149,8,92,1,0,1
杨桃,29,0,4,1,0,10,0,1,0,6,7,0,1,0,0,3,0,0,0,128,18,91,1,1,1
椰子,231,0,2,4,0,65,12,0,2,27,6,0,5,0,1,0,0,0,1,475,90,52,56,0,1
枇杷,39,0,17,1,0,10,0,0,1,8,8,0,1,0,0,0,0,0,0,122,8,89,4,1,1
橄榄(白榄),49,0,49,1,0,10,0,1,0,11,3,0,4,0,0,22,0,0,1,23,18,83,0,0,1
余柑子[油柑子],38,0,6,0,0,8,0,0,0,9,62,1,3,0,0,8,0,0,1,15,9,87,0,1,1
白金瓜,24,0,12,0,0,10,0,1,0,6,17,0,0,0,0,17,0,0,0,182,13,93,2,0,1
白兰瓜,21,0,24,1,0,0,0,1,1,4,14,0,1,0,0,7,0,0,1,0,13,93,0,0,1
哈蜜瓜,34,0,4,0,0,19,0,0,0,8,12,0,0,0,0,153,0,0,0,190,19,91,27,1,1
黄河蜜瓜,5,0,0,0,0,0,0,0,0,1,15,0,3,0,0,30,0,0,1,0,0,95,0,0,1
金塔寺瓜,9,0,0,1,0,0,0,0,0,1,18,0,1,0,0,0,0,0,0,0,0,97,0,0,1
灵蜜瓜,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,98,5,0,1
麻醉瓜,17,0,0,1,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,95,0,0,1
甜瓜[香瓜],26,0,14,0,0,11,0,0,1,6,15,0,0,0,0,5,0,0,0,139,17,93,9,0,1
西瓜(均值),25,0,8,1,0,8,0,0,0,6,6,0,0,0,0,75,0,0,0,87,9,93,3,0,1
西瓜(京欣一号),34,0,10,0,0,11,0,0,0,8,7,0,0,0,0,13,0,0,0,79,13,91,4,0,1
西瓜(郑州三号),25,0,4,1,0,10,0,0,0,6,4,0,0,0,0,35,0,0,0,115,11,93,2,0,1
西瓜(忠于6号，黑皮),32,0,0,0,0,22,0,0,0,6,6,0,0,0,0,38,0,0,0,0,0,92,0,0,1
籽瓜,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,99,0,0,1
白果(干)[银杏],355,0,54,13,0,0,1,0,0,73,0,2,0,25,1,0,0,0,3,17,23,10,18,14,3
菠萝蜜子,160,0,18,5,0,27,0,1,2,34,16,0,2,0,1,0,0,0,1,400,68,57,12,10,1
核桃(鲜),328,0,0,13,0,0,30,1,0,2,10,0,4,41,0,0,0,0,1,0,0,50,0,0,0
核桃(干)[胡桃],627,0,56,15,0,131,59,1,3,10,1,3,10,43,2,5,0,1,2,385,294,5,6,5,7
毛核桃,174,0,0,12,0,0,7,2,0,16,40,0,5,0,0,0,0,0,2,0,0,58,0,0,1
山核桃(干),601,0,57,18,0,306,50,0,7,19,0,8,7,66,6,5,0,2,3,237,521,2,251,1,7
山核桃(熟)[小核桃],596,0,133,8,0,5,51,1,5,27,0,0,8,14,13,0,0,0,4,241,222,2,430,0,0
栗子(鲜)[板栗],185,0,17,4,0,50,1,1,1,40,24,2,2,5,1,32,0,0,1,442,89,52,14,1,1
栗子(干),345,0,0,5,0,56,2,1,1,77,25,1,1,11,1,5,0,1,1,0,0,13,8,0,13
栗子(熟)[板栗],212,0,15,5,0,0,2,1,2,45,36,0,1,0,0,40,0,0,1,0,91,47,0,0,3
